Raza,Foto,Acerca de,Especificidades de la raza,Información clave,Tamaño
Pastor Croata,https://cdn.royalcanin-weshare-online.io/2iIsxWoBaxEApS7LLhvw/v1/bd172bl-hub-croatian-shepherd-dog-adult-standing?w=320&fm=jpg&auto=compress,"Los Pastores Croatas tienen un gran instinto para cuidar el rebaño, pero también son muy apropiados para las tareas de vigilancia. Son alegres, atentos, poco demandantes y según se dice son fáciles de entrenar. La raza se extendió de forma lenta pero segura desde su región de origen, Eslavonia, en el este de Croacia, al resto del país y luego a varios países. Hoy en día, muchos Pastores Croatas son perros deportivos increíbles. Por su tamaño pequeño, son excelentes para las destrezas. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Croacia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Cariñoso / Seguro / Afable / Dócil / Inteligente / Tranquilo / Sociable, - Requiere cuidados mínimos - Requiere mucho entrenamiento - Necesita mucho ejercicio,M (11-25 kg)
Pastor de Karst,https://cdn.royalcanin-weshare-online.io/nWnUsmoBG95Xk-RBIfZp/v1/bd233bl-hub-karst-shepherd-dog-adult-standing?w=320&fm=jpg&auto=compress,"Los pastores de Karst son pastores excepcionales y muy buenos guardianes. Hoy en día, aunque se pueden emplear como perros de guardia y defensa y muchos continúan siendo perros pastores, la mayoría de ellos son perros de familia. Estos perros de tamaño mediano son armoniosos y robustos, con músculos bien desarrollados y una constitución fuerte. Los pastores de Karst son famosos por su buen carácter, valentía y coraje y son muy fieles y alegres. Como perros guardianes, son incorruptibles. Son perros de compañía desconfiados con los extraños, pero agradables y obedientes y con un fuerte sentido de la individualidad. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Eslovenia Categoría de tamaño: Mediano Esperanza de vida promedio: 11–12 años Personalidad: Seguro / Independiente / Equilibrado / Obediente, - Un gran perro guardián - Requiere cuidados mínimos - Un gran perro para una familia,M (11-25 kg)
Pastor de Picardía,https://cdn.royalcanin-weshare-online.io/svrwsmoBIYfdNSoCgBhh/v1/bd266bl-hub-picardy-sheepdog-adult-standing?w=320&fm=jpg&auto=compress,"El pastor de Picardía, también llamado berger picard, es un perro de tamaño mediano, fuerte pero elegante y musculoso, que está lleno de energía. Los miembros de esta raza tipo terrier con una mirada inteligente son perros activos y despiertos. En 1863, se consideró que los primeros pastores de Picardía pertenecían a la misma clase que los pastores de Beauce y los pastores de Brie. Existen pruebas de la existencia de una raza de Picardía en 1898. En esa época siempre presentaba un pelaje tricolor, con marcas de color canela. El prototipo de la raza es tambour, que perteneció a Emile Bedut. Hoy en día, los pastores de Picardía suelen ser perros guardianes y de compañía que parecen estar muy satisfechos con su vida. Los admiradores de esta raza elogian su bondad, lealtad, inteligencia y su tranquilidad. Siempre han destacado por su salud de hierro y por ser perros equilibrados. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Alerta / Alegre / Inteligente / Leal / Tranquilo / Obstinado, - Necesita cuidados moderados - Un gran perro guardián - Paciente con niños y otros animales,M (11-25 kg)
Pastor Islandés,https://cdn.royalcanin-weshare-online.io/NSLiHWsBaxEApS7LDx0W/v1/bd74bl-hub-icelandic-sheepdog-adult-standing?w=320&fm=jpg&auto=compress,"El Pastor Islandés es un perro atento y que saluda a los visitantes con mucho entusiasmo. Es alegre, afable, juguetón, curioso y audaz.  La popularidad de la raza ha aumentado en las últimas décadas, aunque siguen existiendo pocos ejemplares. El Pastor Islandés tiene un aspecto dócil, inteligente y feliz y, generalmente, una personalidad segura y alegre. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Islandia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Seguro / Alerta / Afable / Leal / Seguro / Alegre / Fuerte, - Requiere espacio exterior - Disfruta del entrenamiento - Necesita cuidados moderados,M (11-25 kg)
Pastor Lapón,https://cdn.royalcanin-weshare-online.io/ifrXsmoBIYfdNSoCNRhr/v1/bd242bl-hub-lapponian-herder-adult-standing?w=320&fm=jpg&auto=compress,"Los Pastores Lapones son básicamente perros de trabajo. Se alaba a estos caninos obedientes, tranquilos y afables por su energía y entusiasmo. Cuando trabajan, ladran libremente. Son fáciles de educar y les gusta la compañía del hombre, debido a sus orígenes en labores de pastoreo y a su dinamismo, son muy adecuados para diferentes disciplinas deportivas. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Finlandia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Tranquilo / Afable / Alegre / Dócil, - Un gran perro deportivo - Disfruta del entrenamiento - Necesita cuidados moderados,M (11-25 kg)
Pastor polaco de las llanuras,https://cdn.royalcanin-weshare-online.io/ISIsx2oBaxEApS7LIhxM/v1/bd93bl-hub-polish-lowland-sheepdog-adult-standing?w=320&fm=jpg&auto=compress,"También conocido como polski owczarek nizinny, el pastor polaco de las llanuras es un perro de trabajo seguro de sí mismo que se adapta fácilmente tanto como perro pastor, perro guardián ó como compañero de familia.  Muy valorados en su país natal como perros de trabajo, su carácter alegre lleva presente en granjas y campos polacos desde el siglo XIII, lo que los convierte en una de las razas más antiguas del país. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Polonia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Alegre / Alerta / Ágil / Inteligente / Fuerte, - Requiere muchos cuidados - Necesita poco entrenamiento - Necesita mucho ejercicio,M (11-25 kg)
Pastor Portugués,https://cdn.royalcanin-weshare-online.io/pfrtsmoBIYfdNSoCKhie/v1/bd277bl-hub-portuguese-sheepdog-adult-standing?w=320&fm=jpg&auto=compress,"Esta raza de tamaño mediano es extremadamente inteligente y muy alegre. Estos perros son fieles a sus propietarios y trabajan constantemente para proteger el ganado o la propiedad que se les asigne. Por ello, los Pastores Portugueses pueden llegar a desconfiar de los extraños. En actitud y apariencia, recuerdan a los monos, lo cual les ha valido el apodo de ""perro mono"" en su país natal. Son famosos por la forma en que mantienen al ganado en los campos y traen de vuelta a los animales que se alejan del grupo. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Portugal Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Inteligente / Alegre / Cariñoso / Trabajador / Alerta, - Un gran perro deportivo - Requiere muchos cuidados - Un gran perro guardián,M (11-25 kg)
Pequeño Basset Grifón Vendeano,https://cdn.royalcanin-weshare-online.io/tfrysmoBIYfdNSoCShi3/v1/bd262bl-hub-petit-basset-griffon-vandeen-adult-standing?w=320&fm=jpg&auto=compress,"Estos perros se han utilizado en espacios de tamaño mediano, especialmente para cazar conejos, aunque otras presas son igualmente vulnerables a ellos. Los Pequeños Basset Grifones Vendeanos son cazadores valientes y entusiastas que disfrutan trabajando entre arbustos y matorrales. Tienen el carácter de un perrito dócil, pero siempre están dispuestos para salir y trabajar con pasión. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Alegre / Entusiasta / Tranquilo / Obstinado, - Necesita mucho ejercicio - Un gran perro para una familia,M (11-25 kg)
Pequeño münsterländer,https://cdn.royalcanin-weshare-online.io/tGnksmoBG95Xk-RBnvbE/v1/bd302bl-hub-kleine-munsterlander-adult-standing?w=320&fm=jpg&auto=compress,"Los pequeños münsterländers son inteligentes y rápidos. Son animales equilibrados, atentos y afables aunque con un gran carácter.  Son buenos perros de compañía que no tienen problemas para socializarse. En la caza mantienen un estrecho contacto con sus propietarios. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Cariñoso / Dócil / Independiente / Inteligente / Fuerte, - Un gran perro para una familia - Paciente con niños y otros animales - Necesita cuidados moderados,M (11-25 kg)
Pequeño Sabueso Azul de Gascuña,https://cdn.royalcanin-weshare-online.io/tPrysmoBIYfdNSoCGhjy/v1/bd263bl-hub-small-blue-gascony-adult-sitting?w=320&fm=jpg&auto=compress,"El Pequeño Sabueso es una versión reducida del Gran Sabueso Azul de Gascuña que existe desde hace tanto tiempo como su hermano mayor y se crió para dar caza a presas pequeñas. En general, la raza es de tamaño mediano, distinguida y bien proporcionada. Además de cazador, el Pequeño Sabueso Azul de Gascuña es un perro cariñoso y obediente que se adapta bien a la mayoría de los hogares. Normalmente tiene una mancha negra a cada lado de la cabeza, que cubre las orejas, rodea los ojos y termina en las mejillas. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Tranquilo / Cariñoso / Obstinado / Obediente, - Requiere cuidados mínimos - Necesita un entrenamiento moderado - Requiere espacio exterior,M (11-25 kg)
Perdiguero alemán,https://cdn.royalcanin-weshare-online.io/HPovxWoBIYfdNSoCGxkg/v1/bd178bl-hub-german-spaniel-adult-standing?w=320&fm=jpg&auto=compress,"Los perdigueros alemanes son cazadores enérgicos y entusiastas. Afables y seguros de sí mismos en su entorno natural, dóciles y altamente adaptables, no son nunca tímidos ni agresivos, se mantienen cerca del sendero en largas distancias, especialmente cuando están entrenados y manejados correctamente. Por su versatilidad, pueden emplearse para rastrear caza perdida o herida, recuperar y descargar matorrales, bosques espesos y agua. Los Perdigueros Alemanes son perros de tamaño mediano con pelo largo, con músculos muy bien desarrollados, huesos sólidos y una cabeza noble. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Seguro / Afable / Inteligente / Leal / Tranquilo / Alegre, - Necesita cuidados moderados - Paciente con niños y otros animales - Necesita mucho ejercicio,M (11-25 kg)
Perdiguero frisón,https://cdn.royalcanin-weshare-online.io/h2nIsmoBG95Xk-RBcfbw/v1/bd310bl-hub-stabijhoun-adult-standing?w=320&fm=jpg&auto=compress,"Los perdigueros frisones son spaniels de constitución fuerte que no muestran signos de timidez. Aunque son algo traviesos, son muy fáciles de educar y establecen fuertes vínculos con sus familias. Estos versátiles perros pueden cazar en cualquier terreno, incluida la recuperación de presas en el agua, porque los patos son una de sus especialidades. En total, la población de perdigueros frisones es de varios miles. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Países Bajos Categoría de tamaño: Mediano Esperanza de vida promedio: 13–14 años Personalidad: Independiente / Cariñoso / Obstinado / Tranquilo / Tímido / Dócil / Afable, - Necesita mucho ejercicio,M (11-25 kg)
Perdiguero portugués,https://cdn.royalcanin-weshare-online.io/xGntsmoBG95Xk-RBW_ap/v1/bd276bl-hub-portuguese-pointing-dog-adult-standing?w=320&fm=jpg&auto=compress,"Los perdigueros portugueses son muy sociables y de naturaleza tranquila y con apariencia y actitud graciosa y elegante. Aunque se sabe poco con seguridad sobre los orígenes del perdiguero portugués, los talentos de la raza no dejan lugar para la duda. Estos perros inteligentes muestran una ética de trabajo muy sólida, son sorprendentemente astutos y señalan con firmeza cuando captan un olor. Una vez que tienen el olor de la caza en la nariz, pueden ser totalmente indiferentes a lo que sucede a su alrededor. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Portugal Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Cariñoso / Alerta / Inteligente / Sociable / Tranquilo, - Requiere espacio exterior - Disfruta del entrenamiento - Necesita cuidados moderados,M (11-25 kg)
Perro de agua americano,https://cdn.royalcanin-weshare-online.io/8yLKxWoBaxEApS7LJBuZ/v1/bd127bl-hub-american-water-spaniel-adult-standing?w=320&fm=jpg&auto=compress,"Los perros de agua americanos son inteligentes, complacientes y amigables Estos perros, alegres y enérgicos, gastan una gran cantidad de energía en la caza, mostrando un gran entusiasmo sin dejar de ser controlables. Desarrollados en Wisconsin a principios del siglo XIX, se trata de una raza rara muy apreciada por los cazadores en la región de los Grandes Lagos, ""la Tercera Costa"". Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Estados Unidos Categoría de tamaño: Mediano Esperanza de vida promedio: 13–15 años Personalidad: Inteligente / Entusiasta / Afable / Alegre, - Necesita cuidados moderados - Necesita mucho ejercicio - Necesita poco entrenamiento,M (11-25 kg)
Perro de agua español,https://cdn.royalcanin-weshare-online.io/LiIxx2oBaxEApS7LNBwc/v1/bd107bl-hub-spanish-water-dog-adult-standing?w=320&fm=jpg&auto=compress,"Estos atletas naturales son excelentes compañeros para pastores, cazadores y pescadores. Los perros de agua españoles son leales, obedientes, alegres y trabajadores. Estos perros sociables prosperan con la interacción con el hombre, convirtiéndolos en grandes incorporaciones a la familia, especialmente debido a su naturaleza cariñosa y su paciencia con los niños. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: España Categoría de tamaño: Mediano Esperanza de vida promedio: 10–14 años Personalidad: Leal / Obediente / Afable / Trabajador / Alerta / Equilibrado / Inteligente / Adaptable, - Un gran perro para una familia - Requiere cuidados mínimos - Necesita poco entrenamiento,M (11-25 kg)
Perro de agua irlandés,https://cdn.royalcanin-weshare-online.io/gPrQsmoBIYfdNSoCrBjq/v1/bd224bl-hub-irish-water-spaniel-adult-standing?w=320&fm=jpg&auto=compress,"Los perros de agua irlandeses se adaptan fácilmente a la mayoría de las modalidades de tiro y caza; a menudo colaboran voluntariamente como perros de muestra y en el cobro de piezas, incluso en zonas con cobertura densa. Por su complexión y su naturaleza son los perros elegidos tradicionalmente para la caza de presas acuáticas. Son buenos perros familiares, cariñosos, juguetones y con un claro ""sentido del humor"", a los que les encanta formar parte de cualquier acontecimiento que pase en el hogar. Con todo, a menudo se muestran tímidos con los extraños. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Irlanda Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Inteligente / Fuerte / Seguro / Entusiasta / Leal / Juguetón, - Requiere muchos cuidados - Necesita un entrenamiento moderado - Un gran perro para una familia,M (11-25 kg)
Perro de Agua Portugués,https://cdn.royalcanin-weshare-online.io/OPosx2oBIYfdNSoC2Rk8/v1/bd95bl-hub-portuguese-water-dog-adult-standing?w=320&fm=jpg&auto=compress,"El Perro de Agua Portugués es un perro robusto e inteligente con pelaje rizado y espeso, y un fuerte deseo de trabajar. Un nadador y buceador extraordinario, el Perro de Agua Portugués es famoso entre los pescadores, no solo en el mar, sino también para proteger sus botes y otras propiedades en tierra firme. A bordo, siguen la acción atentamente y saltan al agua, e incluso bucean a mayor profundidad, para recuperar cualquier pez que logre huir del anzuelo o de la red. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Portugal Categoría de tamaño: Mediano Esperanza de vida promedio: 10–14 años Personalidad: Inteligente / Obediente / Afable / Cariñoso / Alegre, - Necesita mucho ejercicio - Dócil con los niños - Necesita poco entrenamiento,M (11-25 kg)
Perro de Canaán,https://cdn.royalcanin-weshare-online.io/1Ppb-WYBIYfdNSoC8wlp/v1/dog-illustrations-grey-01?w=320&fm=jpg&auto=compress,"Siempre en alerta, de reacción rápida y desconfiados de los extraños, los Perros de Canaán ofrecen una muy buena defensa, pero no son agresivos por naturaleza. Son extremadamente fieles a su propietario.  Los Perros de Canaán se relacionan, en su morfología y en su historia, con los perros paria o primitivos, como el Dingo, en Australia y el sudeste de Asia. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Israel Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Alerta / Dócil / Independiente / Inteligente / Leal / Obediente / Tranquilo / Equilibrado / Sociable, - Necesita cuidados moderados - Disfruta del entrenamiento - Necesita mucho ejercicio,M (11-25 kg)
Perro de Caza Polaco,https://cdn.royalcanin-weshare-online.io/qfrusmoBIYfdNSoChxjY/v5/bd272bl-hub-polish-hunting-dog-adult-standing?w=320&fm=jpg&auto=compress,"Fuertes y valientes a pesar de su tamaño mediano, los Perros de Caza Polacos son expertos en caza mayor como ciervos y jabalíes. También pueden cazar presas más pequeñas como zorros y liebres en algunas regiones, especialmente en el montañoso sur de Polonia, donde la perseverancia y la resistencia son cualidades importantes. Estos perros dóciles y equilibrados, que pueden llegar a mostrar una gran valentía, son inteligentes y fáciles de adiestrar, lo que los convierte en excelentes perros guardianes. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Polonia Categoría de tamaño: Mediano Esperanza de vida promedio: 10–13 años Personalidad: Inteligente / Dócil / Seguro, - Disfruta del entrenamiento - Un gran perro guardián - Requiere cuidados mínimos,M (11-25 kg)
Perro de Osos de Carelia,https://cdn.royalcanin-weshare-online.io/Kfonx2oBIYfdNSoCyBmC/v1/bd80bl-hub-karelian-bear-dog-adult-standing?w=320&fm=jpg&auto=compress,"Los Perros de Osos de Carelia, ágiles e intrépidos, se consideran auténticos tesoros nacionales en su Finlandia natal. Tal y como su nombre lo sugiere, los Perros de Osos de Carelia se utilizaron para cazar animales grandes y agresivos como los osos.  A pesar de ello, son perros tímidos y tranquilos que adoran a sus propietarios y son muy protectores con su familia. Estos perros resultan más adecuados para propietarios con experiencia que sepan cómo cuidar perros con un gran instinto de caza. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Finlandia Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Fuerte / Entusiasta / Independiente / Equilibrado / Seguro / Tímido, - Requiere espacio exterior - Necesita cuidados moderados - Un gran perro guardián,M (11-25 kg)
Perro de Taiwán,https://cdn.royalcanin-weshare-online.io/1Ppb-WYBIYfdNSoC8wlp/v1/dog-illustrations-grey-01?w=320&fm=jpg&auto=compress,"Los perros de Taiwán son sumamente leales a su propietario. Estos perros de tamaño mediano, audaces, intrépidos y alegres, con sentidos muy desarrollados, cabeza triangular, ojos almendrados, orejas finas y erguidas, y cola en forma de hoz son fibrosos, nervudos y están muy bien proporcionados. Los perros de Taiwán son perros taiwaneses nativos, descendientes de los perros de caza del Sur de Asia con los que solían vivir los antiguos habitantes locales en los distritos montañosos centrales. Esta raza fue el compañero leal del antiguo cazador en el bosque salvaje. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Taiwán Categoría de tamaño: Mediano Esperanza de vida promedio: 10–13 años Personalidad: Alegre / Leal / Alerta / Seguro / Cariñoso / Inteligente, - Un gran perro guardián - Gran compañero - Requiere cuidados mínimos,M (11-25 kg)
Perro Finlandés de Laponia,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"Los Perros Finlandeses de Laponia están un poco por debajo de la media en cuanto a tamaño, pero su complexión es robusta. De mayor longitud que altura a la cruz, tienen un pelo largo y grueso, y orejas erguidas. Como su nombre sugiere, los Perros Finlandeses de Laponia proceden de esta región, donde tradicionalmente trabajaban pastoreando renos. Ahora, sin embargo, su personalidad simpática y su fuerte deseo de agradar los convierte en excelentes mascotas para la familia con la que, gracias a su naturaleza leal y cariñosa, estrecha fuertes lazos. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Finlandia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Inteligente / Tranquilo / Afable / Leal, - Requiere espacio exterior - Un gran perro para una familia - Necesita poco entrenamiento,M (11-25 kg)
Perro sin Pelo Mexicano,https://cdn.royalcanin-weshare-online.io/PCI7x2oBaxEApS7LyhzK/v3/bd118bl-hub-xoloitzcuintli-adult-sitting?w=320&fm=jpg&auto=compress,"Los Perros sin Pelo Mexicanos, cuyo nombre original es ""Xoloitzcuintles"", son perros silenciosos y tranquilos con una personalidad alegre y atenta. Siempre en alerta y desconfiados de los extraños, son buenos perros guardianes y compañeros maravillosos.  Esta raza es popular en su país natal por su aspecto fuera de lo común y su carácter tranquilo. Es una raza conocida sobre todo por sus arrugas en la frente y su característico estilo mohicano. Existen tres tamaños de Perro sin Pelo Mexicano, por lo que se adapta a cualquier hogar. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: México Categoría de tamaño: Mediano Esperanza de vida promedio: 15–20 años Personalidad: Tranquilo / Tranquilo / Afable / Alerta / Inteligente / Equilibrado, - Un gran perro para una familia - Un gran perro guardián - Jardín no esencial,M (11-25 kg)
Perro Sueco de Laponia,https://cdn.royalcanin-weshare-online.io/g2nGsmoBG95Xk-RB6_ZE/v1/bd313bl-hub-swedish-lapphund-adult-standing?w=320&fm=jpg&auto=compress,"Los Perros Suecos de Laponia son perros alegres, atentos, amables y cariñosos, muy receptivos y con gran predisposición al trabajo. Además de esto, se los conoce ampliamente por ser perros de compañía cariñosos y leales, dóciles con niños de todas las edades y generalmente capaces de adaptarse a hogares con otras mascotas. Estos perros altamente versátiles son muy aptos para los entrenamientos de obediencia y agilidad, el pastoreo, el rastreo y muchas cosas más. Los Perros Suecos de Laponia son animales rápidos que no se agotan fácilmente. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Suecia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–13 años Personalidad: Cariñoso / Alerta / Seguro / Afable / Dócil / Inteligente / Sociable / Obediente, - Necesita cuidados moderados - Necesita poco entrenamiento - Necesita mucho ejercicio,M (11-25 kg)
Perro Tailandés con Cresta,https://cdn.royalcanin-weshare-online.io/fmnFsmoBG95Xk-RBZPbZ/v3/bd318bl-hub-thai-ridgeback-dog-adult-standing?w=320&fm=jpg&auto=compress,"Estos perros fuertes y activos, muy famosos por ser excelentes saltadores, son compañeros muy leales. Son de tamaño mediano y tienen una cresta de pelo en el lomo y músculos bien desarrollados. El Perro Tailandés con Cresta es una raza antigua que aparece en documentos arqueológicos de Tailandia redactados hace unos 360 años. Se utilizaba principalmente para la caza en la región oriental de Tailandia. La gente también lo usaba para escoltar sus carros y como perro guardián. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Tailandia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Seguro / Alerta / Inteligente / Equilibrado / Fuerte / Alegre, - Un gran perro para una familia - Necesita mucho ejercicio - Requiere cuidados mínimos,M (11-25 kg)
Pinscher Alemán,https://cdn.royalcanin-weshare-online.io/cPrKsmoBIYfdNSoCyxj0/v1/bd199bl-hub-german-pinscher-adult-standing?w=320&fm=jpg&auto=compress,"Los Pinscher Alemanes están siempre alerta, y son alegres, seguros de sí mismos y bien equilibrados. Combina estas características con inteligencia y resistencia, rasgos que les sobran a los Pinscher Alemanes, y tendrás el guardián y el compañero ideal para la familia. En su mayoría, los Pinscher de Pelo Liso eran de color negro con marcas marrón claro, monocromáticos con tonos de marrón a rojo, de color gris plateado o simplemente de color azul grisáceo a negro. Los Pinscher Alemanes son perros de tamaño mediano y de constitución cuadrada. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Alegre / Entusiasta / Seguro / Equilibrado / Inteligente / Fuerte / Alerta, - Un gran perro para una familia - Un gran perro guardián,M (11-25 kg)
Pinscher austríaco,https://cdn.royalcanin-weshare-online.io/_SLNxWoBaxEApS7LEhsV/v1/bd134bl-hub-austrian-pinscher-adult-standing?w=320&fm=jpg&auto=compress,"Los pinschers austríacos son perros confiados y atentos, alegres y juguetones, que son especialmente entregados y afables con la gente que conocen. Desconfiados de los extraños e incorruptibles como perros guardianes, apenas tienen instinto de caza, ya que su tarea principal desde hace mucho tiempo es la de proteger a las personas y las propiedades. La raza siempre se ha utilizado para conducir ganado, aunque también realizan tareas de guardia con gran energía y aplomo. Los pinschers austríacos son perros robustos y de tamaño mediano. Aunque se ajustan claramente al tipo pinscher, difieren de sus primos alemanes en lo que respecta al cabello, el color del pelaje y las proporciones. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Austria Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Fuerte / Inteligente / Leal / Tranquilo / Equilibrado / Seguro / Alegre / Alerta / Juguetón / Afable, - Un gran perro guardián - Paciente con niños y otros animales - Requiere cuidados mínimos,M (11-25 kg)
Podenco Ibicenco,https://cdn.royalcanin-weshare-online.io/l2nPsmoBG95Xk-RB5va0/v3/bd220bl-hub-ibizan-podenco-adult-standing?w=320&fm=jpg&auto=compress," Se utilizan principalmente para cazar conejos, tanto de día como de noche. Rastrean a estos animales con gran facilidad, incluso cuando se esconden en lugares con densa vegetación, gracias a su excelente olfato, que combinan con el oído más que con la vista. Estos perros ágiles e inteligentes no suelen tener problemas para atrapar conejos, especialmente si van en jaurías. También están acostumbrados a cazar liebres y presas grandes. Son buenos perros cobradores. Las jaurías deberán estar formadas por hembras y un único macho, ya que los machos suelen pelear en lugar de trabajar en equipo. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: España Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Alerta / Independiente / Leal / Tranquilo / Sociable, - Necesita mucho ejercicio - Requiere cuidados mínimos - Un gran perro para una familia,M (11-25 kg)
Porcelaine,https://cdn.royalcanin-weshare-online.io/p_rtsmoBIYfdNSoCzxgf/v1/bd274bl-hub-porcelaine-adult-standing?w=320&fm=jpg&auto=compress,"Los Porcelaine son perros robustos, en origen criados en la región de Franche-Comté, al este de Francia, que en principio les dio su nombre. Su pelaje blanco hace que estos perros tan llamativos sean fáciles de distinguir a distancia. Los Porcelaine deben su nombre a su color Las manchas anaranjadas que cubren las manchas de piel pigmentadas en negro sobre el pelaje blanco crean un evocador efecto de transparencia similar al del recubrimiento de esmalte de la porcelana. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–13 años Personalidad: Alegre / Dócil / Sociable, - Le encanta cazar - Bueno con las personas -  Requiere cuidados mínimos,M (11-25 kg)
Puli,https://cdn.royalcanin-weshare-online.io/IyItx2oBaxEApS7LBxz_/v1/bd96bl-hub-puli-adult-standing?w=320&fm=jpg&auto=compress,"Los Pulis son perros con un aspecto característico: están cubiertos de un pelaje denso y grueso que les ayuda a soportar las duras condiciones meteorológicas de los inviernos húngaros. Criados para interactuar de cerca con el hombre, los Pulis son perros fieles y sociables que aprenden rápido. Su carácter afable lo convierte en un magnífico perro de familia en hogares con niños y otras mascotas. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Hungría Categoría de tamaño: Mediano Esperanza de vida promedio: 12–16 años Personalidad: Alegre / Afable / Cariñoso / Alerta, - Un gran perro guardián - Necesita cuidados moderados - Disfruta del entrenamiento,M (11-25 kg)
Sabueso anglofrancés mediano,https://cdn.royalcanin-weshare-online.io/9SLMxWoBaxEApS7LQBui/v1/bd128bl-hub-medium-sized-anglo-french-hound-adult-standing?w=320&fm=jpg&auto=compress,"Estos perros bien equilibrados y de construcción sólida a la par que ligera. Vistos desde arriba, se parecen mucho a otros sabuesos franceses. Tanto Reino Unido como Francia tienen una rica tradición de perros de caza. El sabueso anglofrancés mediano es resultado de intercambios entre los dos países, que se remontan a siglos atrás. Lamentablemente, muchos criadores de perros dieron a la raza poca consideración durante mucho tiempo y debe su reconocimiento a varios criadores dedicados. Hoy en día, se utiliza ampliamente para cazar liebres, lobos y jabalíes. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 11–13 años Personalidad: Alegre / Leal / Independiente, - Requiere cuidados mínimos - Dócil con los niños - Necesita mucho ejercicio,M (11-25 kg)
